prices,market_caps,total_volumes,date
39803.4799447474,1442092422.800374,412071151.85585415,2021-06-09 02:00:00
40367.497492253824,1461455441.089748,380306207.81542677,2021-06-10 02:00:00
37888.74712239124,1377788910.070635,247906276.02547172,2021-06-11 02:00:00
36838.670900047684,1325921178.9329104,244062675.2080609,2021-06-12 02:00:00
36469.84359425904,1323635489.9891431,225652736.25952712,2021-06-13 02:00:00
38686.689145623175,1389340125.4024155,231631242.52718368,2021-06-14 02:00:00
39491.22179141695,1424300100.108234,243819896.24189812,2021-06-15 02:00:00
39211.60544512071,1416852290.8503263,206698539.0103009,2021-06-16 02:00:00
36296.38568186865,1309888571.1930766,190240371.10541594,2021-06-17 02:00:00
36429.186629438766,1307052026.0675523,165657032.12268883,2021-06-18 02:00:00
34024.049500792345,1230474422.7494607,210418596.86136094,2021-06-19 02:00:00
33384.826630889314,1203248032.600081,153527945.54348207,2021-06-20 02:00:00
36130.32153050478,1304905163.0524957,293634492.9414012,2021-06-21 02:00:00
29617.497987455896,1074404079.6228151,311316900.90432894,2021-06-22 02:00:00
28541.894862379188,1024472495.3517498,344615041.75390905,2021-06-23 02:00:00
30965.80798190082,1115201269.2284646,258259040.59547937,2021-06-24 02:00:00
31356.40158436305,1132662909.8576043,164608665.85826752,2021-06-25 02:00:00
28728.383090042436,1037791150.1056142,188556709.8517769,2021-06-26 02:00:00
28398.41056178194,1023689113.2412993,193157897.09936655,2021-06-27 02:00:00
30036.140868990402,1083406042.4481943,163802454.11040032,2021-06-28 02:00:00
31506.464751838037,1123492999.0901775,208533802.10617286,2021-06-29 02:00:00
33596.28768767325,1201452418.7826498,222674995.5602285,2021-06-30 02:00:00
33825.45949442201,1205682363.4541097,216854004.48572218,2021-07-01 02:00:00
32284.979744676984,1150105649.6344643,206543797.95918438,2021-07-02 02:00:00
32145.75055693154,1144611032.6807458,153188667.02613524,2021-07-03 02:00:00
32710.402463999937,1164366725.8807929,176982724.47859177,2021-07-04 02:00:00
33562.93759883911,1197465043.1734157,184987671.3971488,2021-07-05 02:00:00
32716.261830151187,1165938248.84879,194123632.31580147,2021-07-06 02:00:00
35884.66920694653,1276569888.7015078,355533755.51721317,2021-07-07 02:00:00
35518.7710618448,1266023975.3574505,242571757.40927592,2021-07-08 02:00:00
33159.83276773703,1181918417.5131528,250991982.23891473,2021-07-09 02:00:00
33722.494724850796,1199690405.5606112,187718142.1373811,2021-07-10 02:00:00
33331.86123855997,1188538722.9729955,160404622.29117692,2021-07-11 02:00:00
33788.53561332296,1204492047.7054412,139080913.2822599,2021-07-12 02:00:00
33012.26054960309,1174832478.6228805,150949590.18470275,2021-07-13 02:00:00
32204.928535202707,1149825001.4616368,176192956.29017848,2021-07-14 02:00:00
31582.602594866064,1125144491.7452714,187345834.9151483,2021-07-15 02:00:00
29951.532962748883,1068188520.4862735,198682910.9173692,2021-07-16 02:00:00
27611.81666333308,983605867.878647,293334330.24645895,2021-07-17 02:00:00
27721.030272196527,989733665.6735013,146382781.6812574,2021-07-18 02:00:00
28199.480470679446,1004059755.5413526,144086550.48223048,2021-07-19 02:00:00
27065.244419871204,966336356.8452339,132777479.41246209,2021-07-20 02:00:00
26016.77000815664,926248764.1638216,154991050.14814094,2021-07-21 02:00:00
28404.895187242248,1007269314.7946278,196780085.85123911,2021-07-22 02:00:00
28604.669082130284,1019113942.877246,152068682.90719584,2021-07-23 02:00:00
29365.925675213355,1045605787.9482167,153620782.1795192,2021-07-24 02:00:00
29520.33471967239,1050819781.7962124,176917867.083178,2021-07-25 02:00:00
30218.75768851357,1075525554.6367342,138599399.99926215,2021-07-26 02:00:00
29878.025144983952,1067101799.8747584,259390598.17941618,2021-07-27 02:00:00
29524.232061275434,1050749623.8418314,202269767.83346045,2021-07-28 02:00:00
29817.542971351282,1062429160.6792936,190037831.49995655,2021-07-29 02:00:00
30839.658880072308,1103871065.8014956,155813845.57723108,2021-07-30 02:00:00
31341.997529697765,1117506443.2616405,184632553.97582307,2021-07-31 02:00:00
33354.85232548265,1190018799.3157218,252739117.48647442,2021-08-01 02:00:00
31736.488261256196,1131001373.6429367,211926711.68501243,2021-08-02 02:00:00
32074.896644002438,1145914053.6681657,186146855.1500298,2021-08-03 02:00:00
32037.288771999218,1142372888.2655537,186953302.63363189,2021-08-04 02:00:00
33107.13510317929,1184988768.9377446,175119345.8870398,2021-08-05 02:00:00
32943.02696180891,1174563376.5984023,240614018.61096713,2021-08-06 02:00:00
33045.45379109735,1177833740.047857,204016037.5006975,2021-08-07 02:00:00
34642.57147341273,1232664889.763245,260347557.18663839,2021-08-08 02:00:00
32694.660783264804,1168122691.8395514,208464949.2727536,2021-08-09 02:00:00
33865.08614767564,1197635194.1447177,197627488.17159036,2021-08-10 02:00:00
34929.16827757683,1245653182.4446578,218349965.33564547,2021-08-11 02:00:00
37830.35885719131,1347833006.3673794,308455870.81663704,2021-08-12 02:00:00
36938.64109378383,1316830917.009393,360203425.8062929,2021-08-13 02:00:00
40070.67633285424,1427873899.7277827,301673603.98564154,2021-08-14 02:00:00
39598.99543911868,1419285422.6252348,284724673.3316471,2021-08-15 02:00:00
39810.84695784935,1419713666.8682175,243487326.5287674,2021-08-16 02:00:00
39402.55449909337,1424806926.6088307,335258065.7020503,2021-08-17 02:00:00
37727.186864328134,1356142674.7390978,282573955.1069934,2021-08-18 02:00:00
37400.653430079794,1340719950.5190136,229900325.02294615,2021-08-19 02:00:00
38637.29104278,1363271053.4128957,232710503.5136726,2021-08-20 02:00:00
39547.94776608237,1405511721.738754,242624167.99052447,2021-08-21 02:00:00
38814.33147153613,1385914758.6720717,208449277.04234,2021-08-22 02:00:00
39495.10333515843,1410503306.9237316,266244825.62405294,2021-08-23 02:00:00
39988.68285967734,1426780824.42634,229974015.23468912,2021-08-24 02:00:00
37448.9593412547,1337282779.608841,230966794.22917145,2021-08-25 02:00:00
38306.15335396702,1366646783.2188358,221912351.18999738,2021-08-26 02:00:00
36642.070001282154,1308787525.9291868,195857945.61391744,2021-08-27 02:00:00
37775.735256596774,1352604612.9721358,214757502.34888875,2021-08-28 02:00:00
38045.504054676305,1356739200.101468,187438807.53714043,2021-08-29 02:00:00
37564.524238307,1338863215.702789,194023283.19968417,2021-08-30 02:00:00
36285.12133248836,1289170037.98135,194149107.77252334,2021-08-31 02:00:00
38490.74831538185,1373847212.4046147,278338879.35188395,2021-09-01 02:00:00
40058.27232081605,1425747821.210393,353116780.8598529,2021-09-02 02:00:00
38798.655162019524,1385779243.404561,239209878.07105148,2021-09-03 02:00:00
40290.98846107987,1436286018.0483415,363490134.2422491,2021-09-04 02:00:00
41627.567826512015,1487142813.39704,415780452.58774424,2021-09-05 02:00:00
42923.2389942322,1531822146.7714527,340532234.28664625,2021-09-06 02:00:00
42343.15032962346,1513787169.5104196,328589250.9121819,2021-09-07 02:00:00
34847.09461098674,1238689759.847512,499003447.0774684,2021-09-08 02:00:00
34682.99717254561,1242025716.4996436,300885625.83084446,2021-09-09 02:00:00
34492.057353090844,1233027719.7662334,238110341.40427282,2021-09-10 02:00:00
32785.11305091356,1169489284.1571774,202972036.69222832,2021-09-11 02:00:00
32987.75461906151,1177301048.4317904,166540254.3437278,2021-09-12 02:00:00
33331.60968770387,1192661073.6663291,170346714.6915038,2021-09-13 02:00:00
32933.476234968104,1177575003.1440947,205067900.05896437,2021-09-14 02:00:00
35553.81776672362,1268634084.1792066,217529317.1615846,2021-09-15 02:00:00
36472.389894458895,1301591959.0703878,303817695.4248656,2021-09-16 02:00:00
34824.16803629176,1242666541.2919366,225423851.8281577,2021-09-17 02:00:00
33259.740183893344,1192020141.9104817,192179005.76933166,2021-09-18 02:00:00
33901.66981541682,1209623435.2015314,167311043.56305897,2021-09-19 02:00:00
33038.918894579554,1178582095.8692887,160487197.3763845,2021-09-20 02:00:00
29538.21777732914,1048725269.8231244,248479537.50224409,2021-09-21 02:00:00
27137.010047528045,964434319.6845967,196816151.75746518,2021-09-22 02:00:00
30435.61243318648,1085159496.663183,178650587.41309607,2021-09-23 02:00:00
31303.82317414528,1116812004.781149,154690873.9137954,2021-09-24 02:00:00
29173.524203287197,1036437227.5283965,164866555.00894412,2021-09-25 02:00:00
30414.953711397106,1082097806.901683,173452077.36812428,2021-09-26 02:00:00
30428.75578908146,1085532904.616017,233825504.19258714,2021-09-27 02:00:00
28689.35315774827,1030291667.4165058,223469611.69219762,2021-09-28 02:00:00
28187.775863548035,1009139763.7291627,268546138.78688705,2021-09-29 02:00:00
28670.866833621232,1020515199.6105697,264923820.30235225,2021-09-30 02:00:00
29191.537900321833,1041801264.4241277,322003323.8584463,2021-10-01 02:00:00
31603.2254063131,1127249386.0192554,205190946.88788795,2021-10-02 02:00:00
32107.61663103838,1145947800.737383,164424442.89093676,2021-10-03 02:00:00
31442.8902869482,1124856923.0459952,158192943.22662333,2021-10-04 02:00:00
30746.62432192384,1102620733.47013,160016211.00290132,2021-10-05 02:00:00
31971.755017133786,1142539683.6462016,194216962.95022494,2021-10-06 02:00:00
32194.411903590608,1149475136.7396786,230472235.2442441,2021-10-07 02:00:00
32147.112387109784,1147184439.6408381,243434748.29706666,2021-10-08 02:00:00
34595.94960658789,1233689493.8271303,432005476.6446582,2021-10-09 02:00:00
34019.45048406932,1216451048.041069,212876575.26578635,2021-10-10 02:00:00
32685.38174028229,1167960828.3978674,201013927.18411958,2021-10-11 02:00:00
35402.47330086581,1257708918.826317,336277022.93218046,2021-10-12 02:00:00
34804.08755349127,1242888343.9018712,407274401.3100558,2021-10-13 02:00:00
34585.758530993095,1234346853.2543013,300210747.0308723,2021-10-14 02:00:00
