gvkey,fqtr,fyearq,datadate,tic,atq,dlcq,piq,tcorq
060984,4,2020,2020/12/31,HSBI,1571.1900,13.1870,0.9480,18.9330
060984,1,2021,2021/03/31,HSBI,1645.1980,13.4130,5.4200,18.7590
060984,2,2021,2021/06/30,HSBI,1652.2650,15.2410,3.8430,18.6780
060984,3,2021,2021/09/30,HSBI,1640.0100,23.4240,4.7090,18.8720
060984,4,2021,2021/12/31,HSBI,1654.5650,23.9880,3.8310,19.1180
060984,1,2022,2022/03/31,HSBI,1696.6860,27.3730,4.7090,17.4780
060990,1,2020,2020/03/31,BNCC,1042.8200,5.2190,5.6610,18.8210
060990,2,2020,2020/06/30,BNCC,1103.9530,7.1670,18.7960,35.7510
060990,3,2020,2020/09/30,BNCC,1100.9980,6.2050,18.1460,33.9260
060990,4,2020,2020/12/31,BNCC,1074.1310,7.0840,15.8820,32.8740
060990,1,2021,2021/03/31,BNCC,1227.1510,3.2950,12.9260,27.2090
060990,2,2021,2021/06/30,BNCC,1028.9090,1.5000,5.4830,17.6590
060990,3,2021,2021/09/30,BNCC,1069.6910,0.1510,6.1380,17.7620
060990,4,2021,2021/12/31,BNCC,1047.3720,0.0000,4.1590,15.5100
060990,1,2022,2022/03/31,BNCC,987.1560,,1.9260,12.8130
061055,1,2020,2020/03/31,AUBN,856.4750,1.3750,2.1910,8.4840
061055,2,2020,2020/06/30,AUBN,942.8870,1.9950,2.0240,8.3350
061055,3,2020,2020/09/30,AUBN,937.8900,2.0700,2.3390,8.2110
061055,4,2020,2020/12/31,AUBN,956.5970,2.3920,2.5050,8.4360
061055,1,2021,2021/03/31,AUBN,993.2630,3.3380,2.4290,7.7890
061055,2,2021,2021/06/30,AUBN,1036.2320,3.5330,2.7900,7.7030
061055,3,2021,2021/09/30,AUBN,1065.8710,3.3100,2.2610,7.5790
061055,4,2021,2021/12/31,AUBN,1105.1500,3.4480,1.9650,7.7090
061055,1,2022,2022/03/31,AUBN,1109.6640,3.9940,2.3350,7.5760
061067,1,2020,2020/03/31,CIB,67945.0040,4774.5410,118.9260,1366.7080
061067,2,2020,2020/06/30,CIB,71461.0900,5621.4240,-46.4350,1639.1160
061067,3,2020,2020/09/30,CIB,68977.3530,4324.9780,68.1210,1300.6290
061067,4,2020,2020/12/31,CIB,72062.6510,3783.5540,-53.5470,1810.4280
061067,1,2021,2021/03/31,CIB,70015.6040,3031.0830,210.0120,1398.5010
061067,2,2021,2021/06/30,CIB,70780.6900,3259.3220,402.8160,1384.6900
061067,3,2021,2021/09/30,CIB,70904.1080,3750.7010,397.9700,1406.6100
061067,4,2021,2021/12/31,CIB,71252.1680,2289.7850,460.1920,1198.4140
061067,1,2022,2022/03/31,CIB,77666.6300,3353.1010,700.4120,1752.6630
061224,3,2020,2020/03/31,FABP,,,,
061224,4,2020,2020/06/30,FABP,,,,
061224,1,2021,2020/09/30,FABP,,,,
061224,2,2021,2020/12/31,FABP,,,,
061224,3,2021,2021/03/31,FABP,,,,
061224,4,2021,2021/06/30,FABP,761.8250,32.0860,13.2620,33.9610
061225,1,2020,2020/03/31,FETM,1071.1800,0.0000,4.2100,15.5830
061225,2,2020,2020/06/30,FETM,1237.6940,0.0000,5.0790,16.5070
061225,3,2020,2020/09/30,FETM,1284.8450,0.0000,6.7130,17.2290
061225,4,2020,2020/12/31,FETM,1251.4460,0.0000,3.3750,16.3000
061225,1,2021,2021/03/31,FETM,1302.7940,0.0000,5.8540,15.7730
061225,2,2021,2021/06/30,FETM,1309.6850,0.0000,5.8980,15.8880
061225,3,2021,2021/09/30,FETM,1329.3000,0.0000,4.8130,14.4830
061225,4,2021,2021/12/31,FETM,1417.9310,0.0000,4.2060,14.8460
061225,1,2022,2022/03/31,FETM,1434.0520,0.0000,3.8410,15.0930
061394,3,2020,2020/03/31,SRNN,98.4080,0.0000,0.1010,1.4290
061394,4,2020,2020/06/30,SRNN,103.3020,0.0000,0.0530,1.2950
061394,1,2021,2020/09/30,SRNN,102.8320,0.0000,0.0410,1.2590
061394,2,2021,2020/12/31,SRNN,111.7660,0.0000,0.1910,1.4570
061394,3,2021,2021/03/31,SRNN,111.4170,0.0000,0.1870,1.3930
061394,4,2021,2021/06/30,SRNN,112.4260,0.4300,0.2280,1.4440
061394,1,2022,2021/09/30,SRNN,110.6540,0.0000,0.3290,1.5760
061394,2,2022,2021/12/31,SRNN,112.0690,0.0000,0.6100,1.8970
061394,3,2022,2022/03/31,SRNN,114.6050,0.0000,0.6380,1.9590
061452,1,2020,2020/03/31,BAP,57630.8360,2406.5970,104.6400,1278.2430
061452,2,2020,2020/06/30,BAP,62521.8950,6333.0400,-301.4360,974.8330
061452,3,2020,2020/09/30,BAP,64429.5060,7725.0290,45.2860,1055.8040
061452,4,2020,2020/12/31,BAP,65891.3610,8498.3500,213.7250,1091.2360
061452,1,2021,2021/03/31,BAP,65025.8340,7095.6250,270.1080,1045.8490
061452,2,2021,2021/06/30,BAP,63707.6170,6750.4680,290.2780,1020.1080
061452,3,2021,2021/09/30,BAP,60943.5900,5660.3850,353.9070,914.1070
061452,4,2021,2021/12/31,BAP,61334.5880,6491.8510,421.7230,1233.5350
061452,1,2022,2022/03/31,BAP,64037.3640,5219.0750,460.4580,1241.8510
061487,1,2020,2020/03/31,BANR,12780.9500,225.7640,21.4900,150.7520
061487,2,2020,2020/06/30,BANR,14405.6070,216.0840,28.1350,156.3740
061487,3,2020,2020/09/30,BANR,14642.0750,276.9830,44.0400,157.1590
061487,4,2020,2020/12/31,BANR,15031.6230,284.7850,48.7880,152.4650
061487,1,2021,2021/03/31,BANR,16119.7920,216.2600,57.6570,148.3080
061487,2,2021,2021/06/30,BANR,16181.8570,237.7360,67.5220,155.8240
061487,3,2021,2021/09/30,BANR,16637.8790,247.3580,61.9730,161.1460
061487,4,2021,2021/12/31,BANR,16804.8720,314.4900,59.4420,151.1560
061487,1,2022,2022/03/31,BANR,16776.1710,266.7780,53.8470,141.8830
061585,1,2020,2020/03/31,FFIC,7245.4100,0.0000,-1.5960,69.8360
061585,2,2020,2020/06/30,FFIC,7162.6590,0.0000,24.0800,68.3580
061585,3,2020,2020/09/30,FFIC,7063.0560,0.0000,18.8200,67.4900
061585,4,2020,2020/12/31,FFIC,7976.3940,702.5150,3.8780,72.5290
061585,1,2021,2021/03/31,FFIC,8159.1840,0.0000,26.2240,77.4660
061585,2,2021,2021/06/30,FFIC,8159.3450,0.0000,25.4160,74.9570
061585,3,2021,2021/09/30,FFIC,8077.3340,0.0000,34.8120,76.1180
061585,4,2021,2021/12/31,FFIC,8045.9110,597.1860,22.8260,76.5900
061585,1,2022,2022/03/31,FFIC,8169.8330,0.0000,24.6400,74.4420
061693,1,2020,2020/03/31,HTLF,13294.5090,121.4420,25.9490,155.4390
061693,2,2020,2020/06/30,HTLF,15026.1530,88.6310,37.5480,161.7160
061693,3,2020,2020/09/30,HTLF,15612.6640,306.7060,61.6390,160.7280
061693,4,2020,2020/12/31,HTLF,17908.3390,192.5280,48.8550,170.5870
061693,1,2021,2021/03/31,HTLF,18244.4270,140.5970,68.1470,177.9090
061693,2,2021,2021/06/30,HTLF,18371.0060,152.5630,78.0860,178.3210
061693,3,2021,2021/09/30,HTLF,18996.2250,265.6200,69.1740,180.2640
061693,4,2021,2021/12/31,HTLF,19274.5490,131.5990,59.8510,175.2330
061693,1,2022,2022/03/31,HTLF,19230.8790,107.3720,55.2060,173.2420
061796,1,2020,2020/03/31,SOMC,828.3060,12.1450,1.7750,9.7980
061796,2,2020,2020/06/30,SOMC,914.8630,14.8150,2.2070,9.9100
061796,3,2020,2020/09/30,SOMC,934.5930,19.0470,2.3690,10.2140
061796,4,2020,2020/12/31,SOMC,997.5740,21.0830,2.4380,10.2740
061796,1,2021,2021/03/31,SOMC,1075.6770,17.0590,3.7560,11.0430
061796,2,2021,2021/06/30,SOMC,1123.8760,15.9770,3.5910,11.2860
061796,3,2021,2021/09/30,SOMC,1141.8630,15.4130,3.7960,11.9720
061796,4,2021,2021/12/31,SOMC,1161.1540,20.6090,2.9770,11.8480
061796,1,2022,2022/03/31,SOMC,1225.0470,11.9370,3.5350,11.1090
061815,1,2020,2020/03/31,BYFC,506.0390,0.0000,-0.0830,4.7680
061815,2,2020,2020/06/30,BYFC,491.3040,0.0000,-0.1290,4.8100
061815,3,2020,2020/09/30,BYFC,499.2170,0.0000,-0.1490,4.7800
061815,4,2020,2020/12/31,BYFC,483.3780,29.7340,-0.6880,4.3110
061815,1,2021,2021/03/31,BYFC,479.5940,0.0000,-5.6590,3.9000
061815,2,2021,2021/06/30,BYFC,1040.9980,70.6600,2.5580,9.0760
061815,3,2021,2021/09/30,BYFC,1063.5610,52.8760,0.2570,7.5180
061815,4,2021,2021/12/31,BYFC,1093.5050,70.3290,-2.0420,7.4720
061815,1,2022,2022/03/31,BYFC,1131.1250,56.0030,1.3450,8.2920
062123,1,2020,2020/03/31,PBHC,1107.6430,8.1380,2.2150,12.9590
062123,2,2020,2020/06/30,PBHC,1167.0240,10.1580,2.2670,11.7440
062123,3,2020,2020/09/30,PBHC,1202.0090,10.0200,1.8900,11.8330
062123,4,2020,2020/12/31,PBHC,1227.4430,30.0880,1.9690,12.0090
062123,1,2021,2021/03/31,PBHC,1307.1560,4.0200,2.7410,12.5530
062123,2,2021,2021/06/30,PBHC,1259.6910,2.0000,3.8750,13.4000
062123,3,2021,2021/09/30,PBHC,1262.1980,0.0000,4.4100,13.0840
062123,4,2021,2021/12/31,PBHC,1285.1770,30.8420,4.9830,12.6020
062123,1,2022,2022/03/31,PBHC,1328.4160,2.5000,3.7160,12.5230
062139,1,2020,2020/03/31,PLBC,879.5710,8.3830,4.5600,11.8240
062139,2,2020,2020/06/30,PLBC,1036.8640,10.3570,4.3900,11.3650
062139,3,2020,2020/09/30,PLBC,1115.9490,15.1590,5.0930,11.9750
062139,4,2020,2020/12/31,PLBC,1111.5760,18.8780,5.9090,12.9230
062139,1,2021,2021/03/31,PLBC,1207.4810,11.5510,6.1620,13.0840
062139,2,2021,2021/06/30,PLBC,1267.9350,10.0870,6.2290,12.0630
062139,3,2021,2021/09/30,PLBC,1571.4800,13.4500,8.7000,15.8700
062139,4,2021,2021/12/31,PLBC,1614.0740,17.2830,7.3960,15.9780
062139,1,2022,2022/03/31,PLBC,1622.2320,9.8580,7.6920,15.9650
062243,1,2020,2020/03/31,UNTY,1740.0760,79.0000,6.9660,22.3000
062243,2,2020,2020/06/30,UNTY,1900.7740,133.0000,6.6590,22.0110
062243,3,2020,2020/09/30,UNTY,1930.8360,150.0000,7.6260,23.1970
062243,4,2020,2020/12/31,UNTY,1958.9140,160.0000,9.8680,24.2600
062243,1,2021,2021/03/31,UNTY,2004.8180,110.0000,11.4420,23.9920
062243,2,2021,2021/06/30,UNTY,1973.3110,105.0000,10.8830,23.5520
062243,3,2021,2021/09/30,UNTY,1991.1150,20.0000,12.6730,23.8600
062243,4,2021,2021/12/31,UNTY,2033.7130,0.0000,13.1320,24.8210
062243,1,2022,2022/03/31,UNTY,2067.6920,0.0000,11.9110,23.9150
062243,2,2022,2022/06/30,UNTY,2100.0000,,,
062315,1,2020,2020/03/31,MLGF,1251.0000,,,
062315,2,2020,2020/06/30,MLGF,1316.0000,,,
062315,3,2020,2020/09/30,MLGF,1283.0000,,,
062315,4,2020,2020/12/31,MLGF,1312.2940,15.0000,25.9690,49.0940
062315,1,2021,2021/03/31,MLGF,1332.0000,,,
062315,2,2021,2021/06/30,MLGF,1393.0000,,,
062315,3,2021,2021/09/30,MLGF,1429.0000,,,
062315,4,2021,2021/12/31,MLGF,1473.6010,15.0000,27.8320,49.2050
062315,1,2022,2022/03/31,MLGF,1496.0000,,,
062365,1,2020,2020/03/31,FNRN,1341.1960,0.0000,3.6600,13.3600
062365,2,2020,2020/06/30,FNRN,1612.0570,10.0000,3.6910,13.3790
062365,3,2020,2020/09/30,FNRN,1677.2660,10.0000,4.7130,14.8230
062365,4,2020,2020/12/31,FNRN,1655.3760,5.0000,4.5980,14.8150
062365,1,2021,2021/03/31,FNRN,1779.9810,5.0000,4.3610,13.3960
062365,2,2021,2021/06/30,FNRN,1834.5760,0.0000,4.5490,14.3270
062365,3,2021,2021/09/30,FNRN,1924.4560,0.0000,6.2510,13.9360
062365,4,2021,2021/12/31,FNRN,1899.0870,0.0000,4.2650,13.6010
062365,1,2022,2022/03/31,FNRN,1867.6690,0.0000,4.1540,13.7650
062527,1,2020,2020/03/31,AMFC,234.5740,0.0000,0.3360,2.7790
062527,2,2020,2020/06/30,AMFC,253.6920,0.0000,0.7170,3.2850
062527,3,2020,2020/09/30,AMFC,256.8270,0.0000,0.7660,3.3940
062527,4,2020,2020/12/31,AMFC,262.2720,0.0000,1.8480,4.5200
062527,1,2021,2021/03/31,AMFC,273.2360,0.0000,1.2080,3.5570
062527,2,2021,2021/06/30,AMFC,271.8040,0.0000,1.5410,3.9740
062527,3,2021,2021/09/30,AMFC,276.6100,0.0000,1.2880,3.8300
062527,4,2021,2021/12/31,AMFC,287.9550,0.0000,1.0140,3.4180
062527,1,2022,2022/03/31,AMFC,310.6180,0.0000,0.7070,2.9220
062575,3,2020,2020/03/31,FFDF,457.2600,0.0000,2.0780,5.3690
062575,4,2020,2020/06/30,FFDF,522.2860,0.0730,2.5310,5.5740
062575,1,2021,2020/09/30,FFDF,537.4360,0.0000,2.5920,6.1090
062575,2,2021,2020/12/31,FFDF,552.1550,0.0000,3.1110,6.5520
062575,3,2021,2021/03/31,FFDF,580.7410,0.0000,2.6400,5.7080
062575,4,2021,2021/06/30,FFDF,591.5020,0.0450,2.3300,5.4950
062575,1,2022,2021/09/30,FFDF,598.3430,0.0000,3.2670,6.4030
062575,2,2022,2021/12/31,FFDF,615.4390,0.0000,2.6340,5.9210
062575,3,2022,2022/03/31,FFDF,623.5400,0.0000,2.3570,5.7640
062605,2,2020,2020/03/31,WAKE,104.2250,,,
062605,3,2020,2020/06/30,WAKE,105.9920,,,
062605,4,2020,2020/09/30,WAKE,108.8180,,,
062605,1,2021,2020/12/31,WAKE,108.8180,,,
062605,2,2021,2021/03/31,WAKE,110.5570,,,
062605,3,2021,2021/06/30,WAKE,111.8500,,,
062605,4,2021,2021/09/30,WAKE,110.4790,,,
062605,1,2022,2021/12/31,WAKE,108.2850,,,
062605,2,2022,2022/03/31,WAKE,112.3310,,,
062646,1,2020,2020/03/31,CWBC,925.2080,0.0000,2.2920,11.9250
062646,2,2020,2020/06/30,CWBC,1060.8470,0.0000,1.6560,11.4170
062646,3,2020,2020/09/30,CWBC,1042.0990,0.0000,4.0690,12.4680
062646,4,2020,2020/12/31,CWBC,975.4350,15.0000,3.7380,11.9560
062646,1,2021,2021/03/31,CWBC,1018.0220,0.0000,4.2520,11.9520
062646,2,2021,2021/06/30,CWBC,1063.0280,0.0000,4.9300,12.5230
062646,3,2021,2021/09/30,CWBC,1135.5900,0.0000,5.1020,12.8750
062646,4,2021,2021/12/31,CWBC,1157.0520,0.8870,4.0290,12.4810
062646,1,2022,2022/03/31,CWBC,1136.6030,0.0000,5.3400,12.7910
062654,1,2020,2020/03/31,SASR,8929.6020,125.3050,10.2870,101.8570
062654,2,2020,2020/06/30,SASR,13290.4470,988.6050,-19.6860,137.6390
062654,3,2020,2020/09/30,SASR,12678.1310,462.7060,58.9340,142.3230
062654,4,2020,2020/12/31,SASR,12798.4290,773.4000,74.8890,143.9900
062654,1,2021,2021/03/31,SASR,12873.3660,189.3180,100.0010,143.0690
062654,2,2021,2021/06/30,SASR,12925.5770,140.7080,75.5340,141.0110
062654,3,2021,2021/09/30,SASR,13017.4640,147.5040,76.0460,135.4740
062654,4,2021,2021/12/31,SASR,12590.7260,141.0860,60.0780,132.5730
062654,1,2022,2022/03/31,SASR,12967.4160,142.4620,58.2640,126.6230
062895,1,2020,2020/03/31,PFBI,1759.2330,19.6940,6.8540,20.8930
062895,2,2020,2020/06/30,PFBI,1914.9940,27.7370,7.0300,20.5280
062895,3,2020,2020/09/30,PFBI,1888.8930,28.2140,7.2510,20.6880
062895,4,2020,2020/12/31,PFBI,1945.8220,33.8270,7.6140,20.8080
062895,1,2021,2021/03/31,PFBI,2037.7880,39.9800,8.4560,19.0350
062895,2,2021,2021/06/30,PFBI,2079.8990,62.2560,6.8210,19.7250
062979,1,2020,2020/03/31,SBSI,7273.6380,1481.7400,4.4320,70.7090
062979,2,2020,2020/06/30,SBSI,7329.6110,1161.0950,24.3630,68.0260
062979,3,2020,2020/09/30,SBSI,7190.9600,990.3090,30.8570,66.7400
062979,4,2020,2020/12/31,SBSI,7008.2270,851.6610,33.8370,67.8280
062979,1,2021,2021/03/31,SBSI,6998.8860,683.9740,38.8410,65.1850
062979,2,2021,2021/06/30,SBSI,7182.4080,741.4490,24.2040,63.5040
062979,3,2021,2021/09/30,SBSI,7135.6910,676.3970,34.2830,66.4640
062979,4,2021,2021/12/31,SBSI,7259.6020,363.8990,33.4990,66.3080
062979,1,2022,2022/03/31,SBSI,7119.1150,30.8830,28.1420,66.1410
063058,1,2020,2020/03/31,SBFG,1088.3130,36.8810,0.7030,12.8050
063058,2,2020,2020/06/30,SBFG,1202.9360,23.8260,4.5250,19.2100
063058,3,2020,2020/09/30,SBFG,1218.2410,20.7100,6.5420,21.2250
063058,4,2020,2020/12/31,SBFG,1257.8390,22.6890,6.6690,19.4910
063058,1,2021,2021/03/31,SBFG,1325.8670,24.3210,8.8880,21.6270
063058,2,2021,2021/06/30,SBFG,1312.5070,25.0960,4.6180,16.7000
063058,3,2021,2021/09/30,SBFG,1329.7250,20.7710,5.1170,17.6820
063058,4,2021,2021/12/31,SBFG,1330.8540,18.3200,4.1000,16.5920
063058,1,2022,2022/03/31,SBFG,1335.1300,19.0350,3.4200,15.1970
063135,1,2020,2020/03/31,DCOM,6347.8250,0.0000,10.7080,63.1410
063135,2,2020,2020/06/30,DCOM,6467.5210,0.0000,16.5360,67.0200
063135,3,2020,2020/09/30,DCOM,6619.3910,0.0000,20.3090,63.5450
063135,4,2020,2020/12/31,DCOM,6434.2960,216.2230,7.4310,61.5740
063135,1,2021,2021/03/31,DCOM,13018.6280,126.7630,-28.1260,79.3720
063135,2,2021,2021/06/30,DCOM,12703.6850,1.8410,72.1640,129.9450
063135,3,2021,2021/09/30,DCOM,12364.3810,2.6290,52.9600,110.3860
063135,4,2021,2021/12/31,DCOM,12066.3640,26.8620,51.1680,106.9910
063135,1,2022,2022/03/31,DCOM,12078.2450,52.8530,48.0160,101.1220
063165,1,2020,2020/03/31,KTYB,1143.3780,59.4100,1.6990,14.5850
063165,2,2020,2020/06/30,KTYB,1246.9710,54.8080,3.2430,14.6450
063165,3,2020,2020/09/30,KTYB,1200.5390,20.9280,3.6680,14.3280
063165,4,2020,2020/12/31,KTYB,1239.5050,38.8720,3.9650,14.7570
063165,1,2021,2021/03/31,KTYB,1274.2580,13.9370,2.9500,14.0150
063178,3,2020,2020/03/31,PROV,1107.5670,20.0000,1.6120,11.5310
063178,4,2020,2020/06/30,PROV,1176.8370,30.0000,2.2440,10.7320
063178,1,2021,2020/09/30,PROV,1184.0330,50.0000,2.1200,10.6780
063178,2,2021,2020/12/31,PROV,1170.7270,26.0150,1.6570,9.8830
063178,3,2021,2021/03/31,PROV,1189.2960,31.0000,1.9470,9.6290
063178,4,2021,2021/06/30,PROV,1183.5960,20.9830,4.4630,9.5840
063178,1,2022,2021/09/30,PROV,1192.2810,30.0000,3.6280,9.8150
063178,2,2022,2021/12/31,PROV,1182.4050,20.0000,3.1990,9.8790
063178,3,2022,2022/03/31,PROV,1187.8340,20.0000,2.3980,9.3720
063197,3,2020,2020/03/31,HWEN,73.7380,,,
063197,4,2020,2020/06/30,HWEN,73.9450,1.0000,0.3510,3.8840
063197,1,2021,2020/09/30,HWEN,74.0190,,,
063197,2,2021,2020/12/31,HWEN,70.6310,,,
063197,3,2021,2021/03/31,HWEN,74.9640,,,
063197,4,2021,2021/06/30,HWEN,74.1600,,,
063224,1,2020,2020/03/31,CVCY,1618.6460,0.0000,9.1170,18.8490
063224,2,2020,2020/06/30,CVCY,1913.7310,0.0000,3.1220,18.0890
063224,3,2020,2020/09/30,CVCY,1950.5600,0.0000,5.7860,18.4450
063224,4,2020,2020/12/31,CVCY,2004.0960,0.0000,9.2360,20.1800
063224,1,2021,2021/03/31,CVCY,2200.5230,0.0000,9.9660,19.8460
063224,2,2021,2021/06/30,CVCY,2280.5500,0.0000,10.0280,20.5110
063224,3,2021,2021/09/30,CVCY,2348.3770,0.0000,8.7960,20.5280
063224,4,2021,2021/12/31,CVCY,2450.1390,0.0000,9.2270,21.4750
063224,1,2022,2022/03/31,CVCY,2423.0300,0.0000,7.9860,19.8100
063232,1,2020,2020/03/31,OCFC,10489.0740,90.1750,20.5770,111.7490
063232,2,2020,2020/06/30,OCFC,11345.3650,152.8210,24.5160,107.1590
063232,3,2020,2020/09/30,OCFC,11651.2970,142.8230,-7.5340,104.7170
063232,4,2020,2020/12/31,OCFC,11448.3130,128.4540,43.4830,108.6950
063232,1,2021,2021/03/31,OCFC,11577.4720,134.4650,43.3760,97.4220
063232,2,2021,2021/06/30,OCFC,11483.9010,141.4750,40.6090,94.5680
063232,3,2021,2021/09/30,OCFC,11829.6880,143.2920,31.5210,95.7690
063232,4,2021,2021/12/31,OCFC,11739.6160,118.7690,26.7350,99.1190
063232,1,2022,2022/03/31,OCFC,12164.9450,192.7840,33.7330,102.6210
063272,1,2020,2020/03/31,CPKF,951.3910,0.0000,3.9620,13.7170
063272,2,2020,2020/06/30,CPKF,1114.6950,50.0000,2.3250,13.4610
063272,3,2020,2020/09/30,CPKF,1172.2100,50.0000,3.9560,14.8550
063272,4,2020,2020/12/31,CPKF,1204.7330,50.0000,3.5530,14.9330
063272,1,2021,2021/03/31,CPKF,1238.2920,50.0000,6.3080,16.5880
063272,2,2021,2021/06/30,CPKF,1292.7310,50.0000,5.1660,15.5170
063272,3,2021,2021/09/30,CPKF,1328.7710,65.0590,3.8760,16.0270
063272,4,2021,2021/12/31,CPKF,1385.8160,99.0460,1.9630,15.3510
063272,1,2022,2022/03/31,CPKF,1346.1360,50.0900,4.9890,19.4260
063395,1,2020,2020/03/31,HLAN,1173.8460,10.4810,3.5630,15.4560
063395,2,2020,2020/06/30,HLAN,1510.1140,10.0100,3.6610,17.4840
063395,3,2020,2020/09/30,HLAN,1519.1020,8.7070,3.6870,17.9290
063395,4,2020,2020/12/31,HLAN,1547.0800,12.5480,7.1160,19.0170
063395,1,2021,2021/03/31,HLAN,1570.9150,9.8660,5.6830,17.1960
063395,2,2021,2021/06/30,HLAN,1509.1790,9.7540,5.1310,16.7090
063395,3,2021,2021/09/30,HLAN,1454.3960,10.0600,6.0210,17.5450
063395,4,2021,2021/12/31,HLAN,1469.1090,21.0320,6.3230,18.1330
063395,1,2022,2022/03/31,HLAN,1454.6260,8.2750,4.9910,16.8790
063402,1,2020,2020/03/31,CHBH,882.7350,,,
063402,2,2020,2020/06/30,CHBH,1001.0960,,,
063402,3,2020,2020/09/30,CHBH,1006.8400,,,
063402,4,2020,2020/12/31,CHBH,1028.4520,53.4920,16.5840,46.5930
063402,1,2021,2021/03/31,CHBH,1092.9630,,,
063402,2,2021,2021/06/30,CHBH,1092.2550,,,
063402,3,2021,2021/09/30,CHBH,1088.0570,,,
063402,4,2021,2021/12/31,CHBH,1112.4020,39.5020,18.5300,48.1330
063402,1,2022,2022/03/31,CHBH,1108.6020,,,
063590,1,2020,2020/03/31,BKRIY,,,,
063590,2,2020,2020/06/30,BKRIY,148123.6980,0.0000,-925.1050,1790.5630
063590,3,2020,2020/09/30,BKRIY,,,,
063590,4,2020,2020/12/31,BKRIY,161225.1990,0.0000,9.0120,2189.2160
063590,1,2021,2021/03/31,BKRIY,,,,
063590,2,2021,2021/06/30,BKRIY,177773.9410,0.0000,481.3930,2001.4560
063590,3,2021,2021/09/30,BKRIY,,,,
063590,4,2021,2021/12/31,BKRIY,176590.2900,0.0000,907.2820,2005.3430
063639,1,2020,2020/03/31,OCN,9986.0240,403.4120,-87.3450,260.5650
063639,2,2020,2020/06/30,OCN,10310.4380,430.4140,-6.1560,230.5330
063639,3,2020,2020/09/30,OCN,10423.8510,555.6920,-11.3740,256.1810
063639,4,2020,2020/12/31,OCN,10651.1270,882.8770,-0.8090,236.3630
063639,1,2021,2021/03/31,OCN,10771.7880,669.5410,11.6390,211.8200
063639,2,2021,2021/06/30,OCN,11767.7100,1276.6740,-22.2370,273.3470
063639,3,2021,2021/09/30,OCN,12040.2380,1361.4930,10.2630,293.8020
063639,4,2021,2021/12/31,OCN,12147.1230,2046.5910,-4.0360,305.2140
063639,1,2022,2022/03/31,OCN,12297.8090,1371.3670,61.3250,250.6780
063721,1,2020,2020/03/31,HFBK,385.4090,0.0000,0.6780,4.3560
063721,2,2020,2020/06/30,HFBK,454.4990,0.0000,0.6400,4.8110
063721,3,2020,2020/09/30,HFBK,472.7780,0.0000,1.2860,4.9980
063721,4,2020,2020/12/31,HFBK,485.9490,0.0000,1.6160,5.3620
063721,1,2021,2021/03/31,HFBK,508.4780,0.0000,2.0280,5.3250
063721,2,2021,2021/06/30,HFBK,519.3640,0.0000,1.5930,4.9770
063721,3,2021,2021/09/30,HFBK,563.6120,0.0000,1.9160,5.4110
063721,4,2021,2021/12/31,HFBK,575.1750,0.0000,1.6620,5.3940
063721,1,2022,2022/03/31,HFBK,593.8070,0.0000,1.1420,4.9040
063725,1,2020,2020/03/31,WTBA,2519.6090,32.3400,10.3210,27.7460
063725,2,2020,2020/06/30,WTBA,2740.3230,5.7550,10.1050,26.5010
063725,3,2020,2020/09/30,WTBA,2775.8830,2.3500,10.2760,27.6570
063725,4,2020,2020/12/31,WTBA,3185.7440,182.9120,10.6790,27.8540
063725,1,2021,2021/03/31,WTBA,3172.9060,4.0600,14.8150,28.7710
063725,2,2021,2021/06/30,WTBA,3268.7600,3.6050,16.8390,28.3000
063725,3,2021,2021/09/30,WTBA,3249.7000,39.3800,16.1750,29.8750
063725,4,2021,2021/12/31,WTBA,3500.2010,2.9150,15.0790,30.0120
063725,1,2022,2022/03/31,WTBA,3547.0690,0.0000,16.3050,29.5040
063781,1,2020,2020/03/31,WTFC,38799.8470,12.1270,87.0830,461.6680
063781,2,2020,2020/06/30,WTFC,43540.0170,1736.9510,30.7030,491.0010
063781,3,2020,2020/09/30,WTFC,43731.7180,7.9830,137.2840,481.3380
063781,4,2020,2020/12/31,WTFC,45080.7680,313.6690,134.7110,465.1280
063781,1,2021,2021/03/31,WTFC,45682.2020,12.4160,206.8590,490.8210
063781,2,2021,2021/06/30,WTFC,46738.4500,15.5970,144.1500,447.6670
063781,3,2021,2021/09/30,WTFC,47832.2710,14.0510,149.7420,461.3620
063781,4,2021,2021/12/31,WTFC,50142.1430,84.1980,137.0450,462.8130
063781,1,2022,2022/03/31,WTFC,50250.6610,15.8720,173.6800,493.8240
064193,1,2020,2020/03/31,EMCF,944.2340,14.3000,1.4330,9.8500
064193,2,2020,2020/06/30,EMCF,1003.2690,2.0500,1.5590,9.9030
064193,3,2020,2020/09/30,EMCF,1035.4990,2.0500,2.1820,10.3110
064193,4,2020,2020/12/31,EMCF,1032.3230,7.0500,3.0090,10.7590
064193,1,2021,2021/03/31,EMCF,1067.7110,2.0500,2.6150,10.1240
064193,2,2021,2021/06/30,EMCF,1107.0590,2.0500,2.3300,9.6880
064193,3,2021,2021/09/30,EMCF,1084.9740,2.0500,4.1090,10.9920
064193,4,2021,2021/12/31,EMCF,1059.5080,7.0500,3.3310,10.1220
064193,1,2022,2022/03/31,EMCF,1057.5720,3.0500,2.9540,9.6650
064228,1,2020,2020/03/31,UBFO,977.2460,0.0000,3.8620,12.0590
