",",.,..,Time,Uniswap Protocol Revenue,Uniswap Supply-Side Revenue,V2 # Swaps,V2 Agg Fees,V2 Agg Markets,V2 Agg Volume,V2 Fees,V2 Liquidity,V2 New Markets,V2 Protocol Revenue,V2 Supply-Side Revenue,V2 Volume,V3 # Swaps,V3 0.01% Fee,V3 0.01% Liq,V3 0.01% New Markets,V3 0.01% Vol,V3 0.05% Fee,V3 0.05% Liq,V3 0.05% New Markets,V3 0.05% Vol,V3 0.30% Fee,V3 0.30% Liq,V3 0.30% New Markets,V3 0.30% Vol,V3 1.00% Fee,V3 1.00% Liq,V3 1.00% New Markets,V3 1.00% Vol,V3 Agg Fees,V3 Agg Markets,V3 Agg Volume,V3 Fees,V3 Liquidity,V3 New Markets,V3 Protocol Revenue,V3 Supply-Side Revenue,V3 Volume
|,|,|,2021-12-27T00:00:00+00:00,0,3701773.0508826,75341,117647082.89987291,60450,39215694299.957634,1247601.8841134931,3937205050.1568427,97,0,1247601.8841134931,415867294.7044977,38251,7592.359319577063,295965509.8867292,1,75923593.19577064,324111.1020365142,896133293.017235,0,648222204.0730284,920607.5427974971,1552665318.6874382,3,306869180.93249905,1201860.1626155183,292149971.3862926,4,120186016.26155183,216514703.8010521,5428,123128913913.5352,2454171.166769107,3036914092.977695,8,0,2454171.166769107,1151200994.4628499
|,|,|,2021-12-26T00:00:00+00:00,0,3484840.4517429443,69390,116399481.01575942,60353,38799827005.25314,977610.7522232878,3940547134.004687,53,0,977610.7522232878,325870250.74109596,45203,11164.692807459327,300099027.39703953,0,111646928.07459328,325082.77934818785,920901085.7039953,2,650165558.6963757,1006329.7662619986,1570718700.040235,3,335443255.42066616,1164652.4611020104,289772657.63251126,5,116465246.11020105,214060532.63428298,5420,121977712919.07236,2507229.699519656,3081491470.7737813,10,0,2507229.699519656,1213720988.3018363
|,|,|,2021-12-25T00:00:00+00:00,0,6071641.336286513,74222,115421870.26353613,60300,38473956754.51205,1104512.4379815096,3893223742.214003,62,0,1104512.4379815096,368170812.6605032,81173,9087.090846397745,301559367.7527646,4,90870908.46397746,341762.6950723781,926529464.8985051,1,683525390.1447561,1056327.741459833,1572898723.7344694,4,352109247.15327764,3559951.3709263946,288269573.1524431,1,355995137.09263945,211553302.9347633,5410,120763991930.77052,4967128.8983050035,3089257129.5381823,10,0,4967128.8983050035,1482500682.8546507
|,|,|,2021-12-24T00:00:00+00:00,0,3992358.2902163574,77290,114317357.82555462,60238,38105785941.85154,1283922.558788224,3944156328.24355,88,0,1283922.558788224,427974186.2627413,43494,12045.997964039128,300850035.26229435,4,120459979.64039129,397094.4981777454,902964127.8096527,0,794188996.3554908,1042014.4516189286,1575942661.730265,8,347338150.5396429,1257280.7836674205,282484713.01718366,6,125728078.36674206,206586174.0364583,5400,119281491247.91586,2708435.731428134,3062241537.8193955,18,0,2708435.731428134,1387715204.902267
|,|,|,2021-12-23T00:00:00+00:00,0,4956567.075330062,79365,113033435.2667664,60150,37677811755.5888,1469850.605185097,3780235788.3888454,103,0,1469850.605185097,489950201.7283657,35921,14011.672999950832,300914765.6573935,0,140116729.99950832,495754.6343033704,962953327.3799621,0,991509268.6067407,1485910.3775661497,1549462972.25278,5,495303459.18871653,1491039.7852754937,268481986.0388341,9,149103978.52754936,203877738.30503017,5382,117893776043.0136,3486716.4701449643,3081813051.3289695,14,0,3486716.4701449643,1776033436.322515
|,|,|,2021-12-22T00:00:00+00:00,0,3898770.3877484845,83410,111563584.66158131,60047,37187861553.860435,1405105.926201441,3799032583.13179,110,0,1405105.926201441,468368642.067147,31201,12013.206451795584,297355478.51270026,1,120132064.51795584,389945.3090737364,975357205.0640091,1,779890618.1474729,1171743.6875643348,1522053825.6110544,5,390581229.1881116,919962.2584571765,271790485.1054709,10,91996225.84571765,200391021.8348852,5368,116117742606.69109,2493664.461547043,3066556994.293235,17,0,2493664.461547043,1382600137.6992579
|,|,|,2021-12-21T00:00:00+00:00,0,4025758.1859221226,89486,110158478.73537986,59937,36719492911.79329,1403365.9982886412,3709515837.0618854,113,0,1403365.9982886412,467788666.09621376,32764,13149.423758971165,293390387.637669,1,131494237.58971165,496769.00453643507,998491277.4824997,1,993538009.0728701,1334734.4860100106,1493324906.3573303,4,444911495.33667016,777739.2733280644,272959960.5732606,4,77773927.33280644,197897357.37333816,5351,114735142468.99182,2622392.1876334813,3058166532.05076,10,0,2622392.1876334813,1647717669.3320584
|,|,|,2021-12-20T00:00:00+00:00,0,4519436.5387362195,93566,108755112.73709121,59824,36251704245.697075,1246593.9997570992,3708409794.038862,134,0,1246593.9997570992,415531333.25236636,34229,12560.823297460793,277967637.99001896,1,125608232.97460791,719070.0089951393,977341647.362767,0,1438140017.9902785,1662859.1827668096,1480959751.972042,6,554286394.2556032,878352.523919711,271917246.2814404,1,87835252.3919711,195274965.18570468,5341,113087424799.65977,3272842.5389791206,3008186283.6062684,8,0,3272842.5389791206,2205869897.6124606
|,|,|,2021-12-19T00:00:00+00:00,0,3844108.1153749363,90345,107508518.73733412,59690,35836172912.44471,1194244.1447252745,3732065885.929915,103,0,1194244.1447252745,398081381.57509154,30060,9863.31608540381,276458054.6660015,0,98633160.8540381,539613.9034099513,977398475.9848547,0,1079227806.8199024,1426474.9020770038,1481156647.7532213,5,475491634.02566797,673911.8490773027,275223154.32457465,5,67391184.90773027,192002122.64672557,5333,110881554902.0473,2649863.9706496615,3010236332.728652,10,0,2649863.9706496615,1720743786.6073387
|,|,|,2021-12-18T00:00:00+00:00,0,3883530.8258184493,76611,106314274.59260884,59587,35438091530.86961,1114722.321433616,3689802452.4456286,75,0,1114722.321433616,371574107.1445387,30700,13811.760373516225,276471093.43265957,1,138117603.73516226,624964.0867051585,990975515.5036887,2,1249928173.410317,1416340.841684435,1444420791.3438315,3,472113613.89481163,713691.8156217235,265915278.55598688,6,71369181.56217235,189352258.6760759,5323,109160811115.43997,2768808.5043848334,2977782678.8361664,12,0,2768808.5043848334,1931528572.6024632
|,|,|,2021-12-17T00:00:00+00:00,0,4928380.340908406,73777,105199552.27117524,59512,35066517423.725075,1208527.774827894,3755941616.264062,76,0,1208527.774827894,402842591.60929805,34362,18093.190182690956,275327330.8519533,1,180931901.82690957,902579.1034234277,920281171.7647389,0,1805158206.8468554,1998934.7310726936,1423598858.9706597,3,666311577.0242312,800245.5414016999,269978895.18873155,2,80024554.14017,186583450.1716911,5311,107229282542.83751,3719852.566080512,2889186256.7760835,6,0,3719852.566080512,2732426239.838166
|,|,|,2021-12-16T00:00:00+00:00,0,4342141.148798415,59960,103991024.49634734,59436,34663674832.115776,1029679.2459295472,3834364856.0366607,79,0,1029679.2459295472,343226415.3098491,34692,14193.590670678981,277160470.70959026,0,141935906.70678982,649245.0186505998,962942199.0988039,0,1298490037.3011994,1485712.6016333343,1459520461.3139195,4,495237533.87777805,1163310.691914255,279895274.6271235,13,116331069.19142552,182863597.60561055,5305,104496856302.99934,3312461.902868868,2979518405.7494373,17,0,3312461.902868868,2051994547.0771928
|,|,|,2021-12-15T00:00:00+00:00,0,5680003.7493264135,71483,102961345.25041778,59357,34320448416.805927,1339278.0700622986,3704236762.847213,109,0,1339278.0700622986,446426023.3540995,38573,20489.13674468573,277558873.5113336,1,204891367.44685727,1170595.632566651,1024110487.1522973,4,2341191265.133302,2152085.2749828664,1429792707.1525612,5,717361758.3276222,997555.6349699113,266850862.7396637,8,99755563.49699113,179551135.70274168,5288,102444861755.92215,4340725.679264114,2998312930.5558558,18,0,4340725.679264114,3363199954.4047728
|,|,|,2021-12-14T00:00:00+00:00,0,4145536.3475656374,67186,101622067.18035549,59248,33874022393.451828,1265284.6062945498,3634214476.61151,79,0,1265284.6062945498,421761535.4315166,37538,18109.50339995049,274812305.27576107,0,181095033.9995049,695914.1261272395,952715692.8782996,1,1391828252.2544792,1366091.6587482777,1329596532.2940352,7,455363886.2494259,800136.45299562,259422327.21813098,6,80013645.299562,175210410.02347758,5270,99081661801.51738,2880251.741271088,2816546857.666227,14,0,2880251.741271088,2108300817.802972
|,|,|,2021-12-13T00:00:00+00:00,0,5415890.6616473915,68314,100356782.57406093,59169,33452260858.020313,1433608.1628666113,3889409018.678423,84,0,1433608.1628666113,477869387.6222037,41718,22229.956375392503,274926774.728861,0,222299563.75392503,810055.5428051673,930288702.8070163,0,1620111085.6103344,2081754.5755930766,1397303838.500494,2,693918191.8643589,1068242.424007144,283139626.77488935,3,106824242.40071441,172330158.2822065,5256,96973360983.7144,3982282.4987807805,2885658942.8112607,5,0,3982282.4987807805,2643153083.629333
|,|,|,2021-12-12T00:00:00+00:00,0,3269034.8239302626,69876,98923174.41119432,59085,32974391470.39811,990987.4862332782,3882042739.9263926,88,0,990987.4862332782,330329162.0777594,33978,13320.673988765773,275399295.8521671,2,133206739.88765773,449482.35870011884,996777201.3995335,0,898964717.4002377,1091914.8946151084,1512254481.9294643,1,363971631.5383695,723329.4103929916,274741396.3287456,9,72332941.03929916,168347875.78342572,5251,94330207900.08507,2278047.337696985,3059172375.5099106,12,0,2278047.337696985,1468476029.865564
|,|,|,2021-12-11T00:00:00+00:00,0,4998792.731798728,78058,97932186.92496105,58997,32644062308.32035,1138489.346449736,3818152829.377039,93,0,1138489.346449736,379496448.8165787,44488,10380.553976727586,268846998.3157109,0,103805539.76727585,722759.4069857141,969244194.5367091,0,1445518813.9714284,1867703.5973269227,1451401082.6483252,3,622567865.7756408,1259459.8270596275,268693114.38316905,7,125945982.70596275,166069828.44572872,5239,92861731870.2195,3860303.385348992,2958185389.883914,10,0,3860303.385348992,2297838202.220308
|,|,|,2021-12-10T00:00:00+00:00,0,6633300.300981615,89179,96793697.57851131,58904,32264565859.503773,1675538.0165726973,3972513059.6133533,123,0,1675538.0165726973,558512672.1908991,43160,21246.637938350203,276352949.39372396,0,212466379.38350204,1162204.9020704466,942589325.1242642,1,2324409804.140893,2516657.257741468,1428362007.5739977,4,838885752.5804893,1257653.4866586523,275804285.5650543,7,125765348.66586523,162209525.06037974,5229,90563893667.99919,4957762.284408917,2923108567.65704,12,0,4957762.284408917,3501527284.7707496
|,|,|,2021-12-09T00:00:00+00:00,0,6172217.196380879,82379,95118159.56193861,58781,31706053187.312874,1698308.5904062777,4190464284.143911,96,0,1698308.5904062777,566102863.4687592,43584,18499.484255612257,273801635.03777754,2,184994842.55612254,1032601.296003241,1002761754.3169335,1,2065202592.0064821,2054172.2866699246,1613889181.878377,3,684724095.5566416,1368635.5390458233,306811277.59054637,4,136863553.90458232,157251762.77597082,5217,87062366383.22844,4473908.605974602,3197263848.823634,10,0,4473908.605974602,3071785084.0238285
|,|,|,2021-12-08T00:00:00+00:00,0,5032694.98677358,69022,93419850.97153234,58685,31139950323.844112,1526200.617195742,4249568485.879543,68,0,1526200.617195742,508733539.0652473,38711,11572.213916296754,263309251.41984677,0,115722139.16296755,654891.5285688505,1067673781.8071711,0,1309783057.137701,1766807.1767866816,1695738912.5910232,7,588935725.5955606,1073223.45030601,298427930.27366304,5,107322345.030601,152777854.16999623,5207,83990581299.20462,3506494.3695778386,3325149876.0917044,12,0,3506494.3695778386,2121763266.92683
|,|,|,2021-12-07T00:00:00+00:00,0,5128268.349924924,63685,91893650.35433659,58617,30631216784.778866,1584262.9158898403,4270921981.6322103,78,0,1584262.9158898403,528087638.6299468,43398,16075.096022319092,260896853.88424203,2,160750960.22319093,632169.5589526813,1033542678.1621118,0,1264339117.9053626,1759633.8117639981,1633752916.242293,7,586544603.9213327,1136126.9672960849,300563017.0856127,5,113612696.72960848,149271359.80041838,5195,81868818032.27779,3544005.4340350833,3228755465.3742595,14,0,3544005.4340350833,2125247378.7794948
|,|,|,2021-12-06T00:00:00+00:00,0,7862506.614184624,75809,90309387.43844676,58539,30103129146.14892,2304136.9972043177,4160730914.176891,62,0,2304136.9972043177,768045665.7347726,50661,21922.066165583237,260940507.14599934,1,219220661.65583235,1290583.5571082113,1042336808.8018072,1,2581167114.216423,2812616.2759805727,1624776979.107089,4,937538758.6601908,1433247.7177259391,295813729.6554959,6,143324771.77259392,145727354.36638328,5181,79743570653.49829,5558369.616980306,3223868024.7103915,12,0,5558369.616980306,3881251306.30504
|,|,|,2021-12-05T00:00:00+00:00,0,5992584.858335812,62973,88005250.44124244,58477,29335083480.414146,1669826.7229425628,4119650916.3554707,42,0,1669826.7229425628,556608907.6475209,41582,13169.782903508452,256450945.0170408,0,131697829.03508452,1015929.8066952663,940919440.0255282,0,2031859613.3905327,1966780.2756225776,1535638987.844707,3,655593425.2075258,1326878.2701718968,304132513.8280244,3,132687827.01718968,140168984.749403,5169,75862319347.19325,4322758.135393249,3037141886.7153006,6,0,4322758.135393249,2951838694.650333
|,|,|,2021-12-04T00:00:00+00:00,0,10659477.57176497,69620,86335423.71829988,58435,28778474572.766624,2857419.2808412476,4237472571.288612,43,0,2857419.2808412476,952473093.6137491,53271,37010.42543741127,256068791.11600196,1,370104254.37411267,1458527.2526239522,940505141.6560489,0,2917054505.247905,3880164.587093615,1598458304.560682,5,1293388195.6978717,2426356.025768744,309201270.99011517,4,242635602.57687438,135846226.61400974,5163,72910480652.54292,7802058.290923722,3104233508.3228483,10,0,7802058.290923722,4823182557.896764
|,|,|,2021-12-03T00:00:00+00:00,0,6893595.64410049,72093,83478004.43745863,58392,27826001479.152878,1778893.7767207588,4474030746.652184,93,0,1778893.7767207588,592964592.2402529,46067,19454.483346303856,252543530.36523628,2,194544833.46303856,1102559.6785982572,983529368.2922802,1,2205119357.196514,2169938.387682217,1641258594.7669766,5,723312795.8940724,1822749.3177529527,320186605.6385247,4,182274931.7752953,128044168.32308602,5153,68087298094.64616,5114701.867379731,3197518099.063018,12,0,5114701.867379731,3305251918.3289204
|,|,|,2021-12-02T00:00:00+00:00,0,6494141.974924581,74353,81699110.66073787,58299,27233036886.912624,1963444.279422755,4534132433.686585,75,0,1963444.279422755,654481426.4742516,43094,14110.688372784403,236519185.9179229,0,141106883.72784403,839994.8926917674,1049584855.4163347,2,1679989785.383535,1921610.9348474625,1708212358.0988503,2,640536978.2824875,1754981.1795898117,323088549.6137574,7,175498117.9589812,122929466.45570628,5141,64782046176.31724,4530697.695501826,3317404949.046865,11,0,4530697.695501826,2637131765.3528476
|,|,|,2021-12-01T00:00:00+00:00,0,6674829.494678749,76545,79735666.38131511,58224,26578555460.43837,1904710.3634216893,4564432783.904298,91,0,1904710.3634216893,634903454.4738964,38365,20515.323853717993,239265313.4173155,1,205153238.53717995,706509.9288939126,1062442169.8460588,0,1413019857.787825,2206671.064445405,1729502673.8091033,8,735557021.4818015,1836422.814064024,329412740.4018827,5,183642281.40640238,118398768.76020446,5130,62144914410.964386,4770119.131257059,3360622897.4743605,14,0,4770119.131257059,2537372399.213209
|,|,|,2021-11-30T00:00:00+00:00,0,7454574.805478979,88247,77830956.01789342,58133,25943652005.964474,2250483.146890145,4467036889.632823,92,0,2250483.146890145,750161048.9633815,43538,19949.733878504096,209256406.0524083,0,199497338.78504094,1096720.2195013675,1060262707.7330371,1,2193440439.002735,2564454.7070297115,1740168259.0132663,5,854818235.6765705,1522966.998179251,324544495.81559813,2,152296699.8179251,113628649.6289474,5116,59607542011.75118,5204091.658588834,3334231868.61431,8,0,5204091.658588834,3400052713.282272
|,|,|,2021-11-29T00:00:00+00:00,0,5773268.144838873,81614,75580472.87100329,58041,25193490957.001095,2038091.922555141,4328646590.933606,88,0,2038091.922555141,679363974.185047,42428,12641.248657872351,211533793.8281189,0,126412486.5787235,624723.3400463068,1020989943.2532705,1,1249446680.0926137,1343406.7817298218,1639460902.7992835,3,447802260.5766073,1754404.8518497313,310618438.7907761,3,175440485.18497312,108424557.97035857,5108,56207489298.46891,3735176.222283732,3182603078.6714487,7,0,3735176.222283732,1999101912.4329176
|,|,|,2021-11-28T00:00:00+00:00,0,6125967.354134955,78524,73542380.94844814,57953,24514126982.816048,2013907.1865877109,4076446453.5152807,70,0,2013907.1865877109,671302395.5292369,46681,13832.760644032996,209320151.94673777,0,138327606.44032997,651206.4524972953,924285374.0868776,0,1302412904.9945908,1207119.16661724,1500789758.238957,2,402373055.53908,2239901.787788676,288668209.85284114,4,223990178.77886763,104689381.74807483,5101,54208387386.03599,4112060.1675472446,2923063494.1254134,6,0,4112060.1675472446,2067103745.7528682
|,|,|,2021-11-27T00:00:00+00:00,0,6701689.053599958,86639,71528473.76186043,57883,23842824587.286808,2202715.4067274476,3995740483.5454726,99,0,2202715.4067274476,734238468.9091492,54881,9872.403194724859,207861762.4545929,0,98724031.9472486,495368.1704768238,924862856.4119909,0,990736340.9536476,1002459.3603256643,1474243598.424698,4,334153120.1085548,2991273.7128752978,335327801.6180417,4,299127371.28752977,100577321.58052759,5095,52141283640.28312,4498973.646872511,2942296018.9093237,8,0,4498973.646872511,1722740864.2969806
|,|,|,2021-11-26T00:00:00+00:00,0,9305977.42314986,94495,69325758.35513298,57784,23108586118.37766,3297030.4123263056,4358633824.034799,86,0,3297030.4123263056,1099010137.4421017,61223,21233.989850360194,155424972.1007337,0,212339898.50360194,1202372.7886357007,977320626.8407811,1,2404745577.2714014,2279280.839009275,1620428355.9479308,10,759760279.6697583,2506059.3933282187,321902823.84127337,6,250605939.33282188,96078347.93365508,5087,50418542775.986145,6008947.010823554,3075076778.730719,17,0,6008947.010823554,3627451694.7775836
|,|,|,2021-11-25T00:00:00+00:00,0,7412936.337341865,105305,66028727.942806676,57698,22009575980.93556,2674881.7038544463,4213844732.2783823,136,0,2674881.7038544463,891627234.6181488,55474,18498.964517636374,154905107.2817076,1,184989645.17636374,557601.4657257639,1103568836.731316,0,1115202931.4515278,1723563.0302630602,1571084247.3974109,2,574521010.0876868,2438391.1729809577,316170934.1013763,4,243839117.2980958,90069400.92283152,5070,46791091081.20856,4738054.633487418,3145729125.511811,7,0,4738054.633487418,2118552704.013674
|,|,|,2021-11-24T00:00:00+00:00,0,6688148.420147707,103152,63353846.23895223,57562,21117948746.31741,2465837.0212698802,4219518314.96876,114,0,2465837.0212698802,821945673.7566267,49250,13472.490866757005,151233702.02907988,0,134724908.66757005,730049.7901123337,1090589689.6153054,0,1460099580.2246673,1340045.7380190128,1588316684.7757301,6,446681912.67300427,2138743.379879723,314278575.5875785,6,213874337.9879723,85331346.2893441,5063,44672538377.194885,4222311.3988778265,3144418652.0076942,12,0,4222311.3988778265,2255380739.553214
|,|,|,2021-11-23T00:00:00+00:00,0,5994890.291011575,94540,60888009.21768235,57448,20296003072.560783,2110666.490450007,4063896116.507896,102,0,2110666.490450007,703555496.8166689,42117,14398.48666322984,152792471.15257722,2,143984866.63229838,742387.8922279713,1068363939.936218,0,1484775784.4559426,1371628.9805415373,1523276803.8576317,5,457209660.1805124,1755808.4411288293,295080014.37627023,9,175580844.1128829,81109034.89046627,5051,42417157637.64167,3884223.800561568,3039513229.322697,16,0,3884223.800561568,2261551155.381636
|,|,|,2021-11-22T00:00:00+00:00,0,6045326.175720687,84547,58777342.727232344,57346,19592447575.744114,2031117.988786774,4124933705.240286,80,0,2031117.988786774,677039329.5955913,44395,17672.620813532383,162691228.12121361,0,176726208.13532382,910021.5082404559,1078666008.254563,2,1820043016.4809117,1154675.6474202874,1554494163.041982,4,384891882.4734291,1931838.4104596379,288099103.98494226,3,193183841.04596376,77224811.08990471,5035,40155606482.26003,4014208.1869339133,3083950503.402701,9,0,4014208.1869339133,2574844948.135628
|,|,|,2021-11-21T00:00:00+00:00,0,5309417.816088459,106147,56746224.738445565,57266,18915408246.14852,2096067.8466341908,4206948507.0881495,112,0,2096067.8466341908,698689282.2113969,44354,9788.907632747912,170598706.2734403,4,97889076.32747912,461400.1815248341,1077477704.7317634,0,922800363.0496682,1240210.3698993477,1582725098.4463384,1,413403456.6331159,1501950.5103973395,301233046.49475074,3,150195051.03973395,73210602.9029708,5026,37580761534.124405,3213349.969454269,3132034555.946293,8,0,3213349.969454269,1584287947.049997
|,|,|,2021-11-20T00:00:00+00:00,0,5057487.9890075885,99137,54650156.89181138,57154,18216718963.937126,1779169.2359530658,4178212224.0823035,84,0,1779169.2359530658,593056411.9843552,46547,10813.115195896475,169279669.05171672,2,108131151.95896475,461443.60338340857,1073195121.2244831,0,922887206.7668171,978575.628692759,1564451216.017622,7,326191876.23091966,1827486.405782459,292520224.28055644,9,182748640.5782459,69997252.93351653,5018,35996473587.07441,3278318.753054523,3099446230.5743785,18,0,3278318.753054523,1539958875.5349474
|,|,|,2021-11-19T00:00:00+00:00,0,5398628.136859931,101043,52870987.65585831,57070,17623662551.95277,2112884.363736132,3949550667.841973,103,0,2112884.363736132,704294787.9120442,43589,20664.7790760338,169847159.39563468,1,206647790.760338,640608.1195280591,1035702871.2616823,1,1281216239.0561185,1133191.4783011402,1491481578.6369221,7,377730492.76704675,1491279.3962185653,269489396.81230694,8,149127939.62185654,66718934.180462,5000,34456514711.53946,3285743.7731237984,2966521006.106546,17,0,3285743.7731237984,2014722462.2053597
|,|,|,2021-11-18T00:00:00+00:00,0,7288605.470345729,107426,50758103.29212218,56967,16919367764.040726,3147698.5727065327,4117122719.1813474,77,0,3147698.5727065327,1049232857.5688443,47155,19434.856450781484,158147743.50260255,4,194348564.50781485,975796.1313627616,1007585150.684216,0,1951592262.7255232,1468415.2931283447,1573129671.8680458,10,489471764.3761149,1677260.6166973081,271394593.856804,9,167726061.6697308,63433190.40733821,4983,32441792249.334103,4140906.897639196,3010257159.9116683,23,0,4140906.897639196,2803138653.279184
|,|,|,2021-11-17T00:00:00+00:00,0,5735804.3501966195,96476,47610404.71941564,56890,15870134906.471882,2411565.5233461447,4164125127.7327986,97,0,2411565.5233461447,803855174.4487149,40954,18446.76589776452,156630414.46644565,4,184467658.97764516,729594.4603138603,1008656145.7177888,0,1459188920.6277206,1320536.1715954163,1560566489.4476573,3,440178723.86513877,1255661.4290434339,258577265.02917102,3,125566142.90434338,59292283.50969901,4960,29638653596.054916,3324238.8268504753,2984430314.6610627,10,0,3324238.8268504753,2209401446.374848
|,|,|,2021-11-16T00:00:00+00:00,0,7536116.46587441,101740,45198839.1960695,56793,15066279732.023167,2807633.4181106766,4397032798.095055,106,0,2807633.4181106766,935877806.0368923,43539,12422.993811708813,23586376.82780145,0,124229938.11708814,1006944.802808604,1050973902.6964713,1,2013889605.6172078,2143689.4200658794,1594498169.2700837,6,714563140.0219598,1565425.8310775412,351630523.439088,3,156542583.10775414,55968044.682848535,4950,27429252149.68007,4728483.047763733,3020688972.2334447,10,0,4728483.047763733,3009225266.86401
|,|,|,2021-11-15T00:00:00+00:00,0,6155011.648788976,107353,42391205.777958825,56687,14130401925.986275,2420445.618505014,4431843569.787042,166,0,2420445.618505014,806815206.1683381,40165,6469.256310625531,15101318.64425447,0,64692563.10625531,509824.2348599893,1033805165.8874031,1,1019648469.7199787,1219553.9933276256,1593855780.7291203,6,406517997.7758752,1998718.5457857202,360874354.11606115,9,199871854.57857203,51239561.6350848,4940,24420026882.81606,3734566.030283961,3003636619.376839,16,0,3734566.030283961,1690730885.1806812
|,|,|,2021-11-14T00:00:00+00:00,0,4849539.247619787,135885,39970760.15945381,56521,13323586719.817936,2680866.8884748737,4428533572.8237915,155,0,2680866.8884748737,893622296.1582912,33411,1943.5993860023666,16980021.92649763,1,19435993.860023666,435774.410095494,1039652955.1027977,1,871548820.1909881,996996.9806324049,1591872746.0629756,5,332332326.8774683,733957.369031012,358236193.0972909,3,73395736.9031012,47504995.60480084,4924,22729295997.63538,2168672.3591449135,3006741916.189562,10,0,2168672.3591449135,1296712877.831581
|,|,|,2021-11-13T00:00:00+00:00,0,4900244.9764200235,139671,37289893.270978935,56366,12429964423.659645,2656224.206314925,4422726215.140141,174,0,2656224.206314925,885408068.7716417,35143,311.6392773586274,19776852.204803172,6,3116392.773586274,361076.6605127804,1034768505.1926336,0,722153321.0255607,962837.1488723818,1590611350.1601992,8,320945716.2907939,919795.3214425781,359861085.8574083,5,91979532.1442578,45336323.24565593,4914,21432583119.8038,2244020.770105099,3005017793.4150443,19,0,2244020.770105099,1138194962.2341988
|,|,|,2021-11-12T00:00:00+00:00,0,7022634.194381653,167158,34633669.06466401,56192,11544556354.888004,3212746.3336364576,4442734216.451882,251,0,3212746.3336364576,1070915444.5454859,36961,,,0,,722797.4007063479,1051368526.9504114,0,1445594801.412696,1753553.10613142,1592155185.8438616,4,584517702.0438067,1333537.3539074278,373274461.88407606,6,133353735.39074278,43092302.47555083,4895,20294388157.5696,3809887.8607451958,3016798174.678349,10,0,3809887.8607451958,2163466238.847245
|,|,|,2021-11-11T00:00:00+00:00,0,7936111.029703609,151227,31420922.731027555,55941,10473640910.342518,4137992.974002779,4371995616.483648,237,0,4137992.974002779,1379330991.3342595,40122,,,0,,587633.1271655555,1055910545.3894073,1,1175266254.331111,1603615.4780733248,1574974078.115045,7,534538492.6911082,1606869.4504619495,367543636.92300045,6,160686945.04619494,39282414.61480563,4885,18130921918.722355,3798118.0557008297,2998428260.427453,14,0,3798118.0557008297,1870491692.0684142
|,|,|,2021-11-10T00:00:00+00:00,0,9207466.171722695,113197,27282929.757024776,55704,9094309919.008259,2977035.1367769944,4406094830.340392,104,0,2977035.1367769944,992345045.5923315,51876,,,0,,1008900.11368606,1043857926.5720669,2,2017800227.37212,2632518.4904558137,1619390632.4360602,4,877506163.4852712,2589012.430803827,387997987.61584365,3,258901243.0803827,35484296.55910481,4871,16260430226.653938,6230431.0349457,3051246546.6239705,9,0,6230431.0349457,3154207633.9377737
|,|,|,2021-11-09T00:00:00+00:00,0,7676932.605219084,99690,24305894.62024778,55600,8101964873.415927,2469480.745976284,4294874404.947028,103,0,2469480.745976284,823160248.6587615,55813,,,0,,429692.54959190753,1017980994.4517789,0,859385099.183815,1776341.039447568,1627640743.8797703,5,592113679.815856,3001418.270203324,391243805.1588812,2,300141827.0203324,29253865.524159104,4862,13106222592.716166,5207451.8592428,3036865543.4904304,7,0,5207451.8592428,1751640606.0200033
|,|,|,2021-11-08T00:00:00+00:00,0,5946395.49407874,129492,21836413.874271497,55497,7278804624.757165,2675754.4621374053,4186527822.995429,125,0,2675754.4621374053,891918154.0458016,41508,,,0,,523241.7868122184,1007343164.6269059,7,1046483573.6244367,1495821.19618041,1607484114.443557,5,498607065.39347,1251578.0489487061,363207803.2462572,4,125157804.89487062,24046413.664916307,4855,11354581986.696161,3270641.0319413347,2978035082.31672,16,0,3270641.0319413347,1670248443.9127774
|,|,|,2021-11-07T00:00:00+00:00,0,4912483.826445334,134391,19160659.412134092,55372,6386886470.711364,2327434.2844652324,4104619964.852353,83,0,2327434.2844652324,775811428.1550775,41057,,,0,,312387.2785431638,987334479.36565,1,624774557.0863277,1012210.9244719986,1583104800.0978057,3,337403641.4906662,1260451.3389649394,346004288.7615207,5,126045133.89649394,20775772.63297497,4839,9684333542.783384,2585049.5419801017,2916443568.2249765,9,0,2585049.5419801017,1088223332.4734879
|,|,|,2021-11-06T00:00:00+00:00,0,4863912.749005808,123449,16833225.127668858,55289,5611075042.556286,2242776.896631696,4118443108.1657157,110,0,2242776.896631696,747592298.8772318,38335,,,0,,347510.830221388,944606917.343656,4,695021660.442776,1095733.9708556153,1563309080.338621,5,365244656.95187175,1177891.0512971084,303763255.23743623,4,117789105.12971084,18190723.09099487,4830,8596110210.309896,2621135.852374112,2811679252.919713,13,0,2621135.852374112,1178055422.5243585
|,|,|,2021-11-05T00:00:00+00:00,0,5444102.548658468,121497,14590448.231037164,55179,4863482743.679054,2886100.217405529,4097205999.22368,84,0,2886100.217405529,962033405.801843,38418,,,0,,336516.70775523887,932052994.8672469,2,673033415.5104777,1121005.5903540717,1548119973.663501,7,373668530.11802393,1100480.0331436282,303043193.40459657,6,110048003.31436282,15569587.238620756,4817,7418054787.785538,2558002.3312529386,2783216161.935344,15,0,2558002.3312529386,1156749948.9428644
